曲名,アーティスト,YT投稿日,YT再生数,漢字ポジティブ合計スコア,ポジティブな漢字割合,ネガティブな漢字割合,標準偏差,ポジ最大,ネガ最大,最もポジティブな漢字,最もネガティブな漢字,漢字頻度順
恋風邪にのせて,Vaundy,2022-03-12,26394930,1.7617880180478100,51.93798449612400,48.06201550387600,0.060856417,0.13706866,-0.12137893,愛,出,僕(12) 笑(7) 人(6) 愛(6) 日(6) 二(5) 風(4) 互(4) 合(3) 目(3) 気(3) 付(3) 思(3) 出(3) 悲(3) 繰(3) 返(3) 振(3) 向(3) 魔(3) 法(3) 唱(3) 景(2) 色(2) 越(2) 覗(2) 呼(2) 図(2) 恋(2) 邪(2) 変(1) 窓(1) 懐(1) 見(1) 混(1) 雨(1) 暖(1) 消(1) 凝(1) 言(1) 葉(1) 深(1) 惑(1) 星(1) 夜(1) 今(1) 探(1) 答(1) 心(1) 枯(1) 共(1)
Bye-Good-Bye - From THE FIRST TAKE,BE:FIRST,2022-03-07,39916725,1.875494405627250,52.58620689655170,47.41379310344830,0.06681938,0.17621064,-0.12137893,歌,出,君(9) 夢(4) 合(4) 歌(4) 止(4) 目(3) 見(3) 一(3) 涙(3) 少(2) 動(2) 言(2) 瞳(2) 振(2) 絞(2) 終(2) 超(2) 会(2) 精(2) 杯(2) 喜(2) 抱(2) 悲(2) 日(2) 番(2) 手(1) 伸(1) 届(1) 前(1) 縺(1) 期(1) 待(1) 不(1) 安(1) 混(1) 飲(1) 干(1) 初(1) 味(1) 憧(1) 欠(1) 片(1) 鼓(1) 行(1) 葉(1) 詰(1) 躊(1) 躇(1) 問(1) 応(1) 今(1) 逃(1) 次(1) 進(1) 先(1) 曲(1) 角(1) 飛(1) 越(1) 掴(1) 明(1) 照(1) 煌(1) 胸(1) 軋(1) 痛(1) 時(1) 注(1) 意(1) 気(1) 出(1) 運(1) 命(1) 伝(1)
秘密の,Aki,2022-03-03,25320325,0.8175690323114400,57.377049180327900,42.62295081967210,0.057950184,0.13773179,-0.08361453,生,上,見(3) 星(3) 交(3) 愛(3) 情(3) 秘(3) 恋(2) 胸(2) 座(2) 予(2) 感(2) 空(2) 神(2) 話(2) 生(2) 教(1) 許(1) 人(1) 卒(1) 業(1) 云(1) 想(1) 銀(1) 河(1) 列(1) 車(1) 密(1) 騒(1) 獅(1) 子(1) 読(1) 乙(1) 女(1) 年(1) 差(1) 以(1) 上(1) 不(1) 思(1) 議(1)
Waiting On A Miracle,Ruki Saito,2022-03-03,15365055,0.2390766367316250,43.58974358974360,56.41025641025640,0.053452723,0.13944751,-0.12137893,夢,出,私(8) 力(3) 奇(3) 跡(3) 魔(3) 法(3) 願(3) 今(2) 輝(2) 花(2) 咲(2) 待(2) 人(2) 気(2) 欲(2) 耐(2) 哀(1) 大(1) 丈(1) 夫(1) 見(1) 守(1) 陰(1) 持(1) 部(1) 屋(1) 毎(1) 晩(1) 癒(1) 天(1) 変(1) 出(1) 来(1) 心(1) 痛(1) 隠(1) 夢(1) 前(1) 日(1) 手(1) 一(1) 度(1) 付(1) 助(1) 教(1) 何(1) 準(1) 備(1) 同(1) 遅(1)
魔法少女とチョコレゐト,PinocchioP,2022-02-25,33053141,-3.1632765382528300,39.34426229508200,60.65573770491800,0.048034936,0.13706866,-0.116518915,愛,視,魔(12) 法(11) 正(6) 直(6) 少(6) 女(6) 純(3) 粋(3) 仇(3) 世(3) 界(3) 欲(3) 味(3) 人(3) 来(2) 週(2) 光(2) 立(2) 自(2) 分(2) 手(2) 知(2) 誰(2) 敵(2) 方(2) 陰(2) 険(2) 強(2) 滑(2) 稽(2) 外(2) 道(2) 病(2) 腐(2) 期(2) 待(2) 消(2) 戦(1) 可(1) 愛(1) 衣(1) 装(1) 決(1) 想(1) 変(1) 平(1) 和(1) 願(1) 邪(1) 悪(1) 向(1) 匿(1) 名(1) 本(1) 当(1) 思(1) 垢(1) 風(1) 評(1) 錆(1) 好(1) 守(1) 身(1) 勝(1) 力(1) 煮(1) 不(1) 満(1) 調(1) 合(1) 前(1) 性(1) 根(1) 怒(1) 脳(1) 内(1) 返(1) 気(1) 失(1) 視(1) 聴(1) 者(1) 応(1) 完(1) 璧(1) 超(1) 清(1) 廉(1) 潔(1) 白(1) 嘘(1) 固(1) 甘(1) 言(1) 善(1) 意(1) 心(1) 配(1) 耳(1) 塞(1) 最(1) 低(1) 観(1)
パラサイト,DECO*27,2022-02-07,17241851,-0.2656445428729060,45.744680851063800,54.25531914893620,0.06083615,0.13944751,-0.14061823,夢,煙,好(5) 見(5) 気(4) 付(4) 嫌(4) 夢(3) 二(2) 度(2) 触(2) 騙(2) 生(2) 感(2) 情(2) 散(2) 流(2) 星(2) 子(2) 愛(2) 吐(2) 振(2) 待(1) 飲(1) 誰(1) 埋(1) 忘(1) 思(1) 都(1) 合(1) 繋(1) 悪(1) 病(1) 優(1) 余(1) 計(1) 冷(1) 望(1) 信(1) 呪(1) 時(1) 間(1) 返(1) 嘘(1) 吸(1) 鼓(1) 膜(1) 舐(1) 溶(1) 尽(1) 煙(1) 置(1) 腹(1) 空(1) 唾(1) 燃(1) 大(1) 向(1) 変(1) 離(1) 祝(1) 最(1) 期(1)
カタオモイ,Aimer,2022-01-28,42788950,2.9934946596622500,56.666666666666700,43.333333333333300,0.06971916,0.17621064,-0.12137893,歌,出,君(6) 僕(6) 夢(6) 叶(6) 言(4) 葉(4) 思(3) 歌(3) 一(3) 似(3) 合(3) 見(3) 愛(3) 増(2) 心(2) 溢(2) 声(2) 出(2) 生(2) 日(2) 好(2) 例(1) 顔(1) 昔(1) 良(1) 弾(1) 高(1) 通(1) 頷(1) 緒(1) 割(1) 拍(1) 手(1) 響(1) 渡(1) 歓(1) 度(1) 人(1) 幸(1) 味(1) 今(1) 終(1) 甘(1) 酸(1) 食(1) 山(1) 谷(1) 全(1) 部(1) 気(1) 素(1) 晴(1) 特(1) 別(1) 置(1) 想(1) 歳(1) 忘(1) 先(1) 遠(1) 旅(1) 立(1) 絶(1) 対(1) 許(1) 変(1) 会(1) 方(1) 最(1) 悪(1) 恋(1) 片(1)
悪魔の子,Ai Higuchi,2022-01-23,154184222,-1.7422057129442700,31.386861313868600,68.61313868613140,0.060114462,0.13773179,-0.1690867,生,説,君(4) 正(3) 悪(3) 魔(3) 僕(3) 生(3) 自(3) 世(3) 界(3) 犠(3) 牲(3) 中(3) 鉄(2) 義(2) 明(2) 目(2) 触(2) 同(2) 由(2) 行(2) 嫌(2) 残(2) 酷(2) 愛(2) 守(2) 分(2) 信(2) 気(2) 子(2) 弾(1) 証(1) 貫(1) 英(1) 雄(1) 近(1) 閉(1) 形(1) 体(1) 温(1) 壁(1) 運(1) 命(1) 嘆(1) 鳥(1) 羽(1) 帰(1) 場(1) 所(1) 間(1) 違(1) 疑(1) 強(1) 雨(1) 降(1) 散(1) 情(1) 景(1) 映(1) 画(1) 見(1) 戦(1) 争(1) 愚(1) 凶(1) 暴(1) 関(1) 係(1) 知(1) 国(1) 話(1) 憎(1) 黒(1) 持(1) 隠(1) 理(1) 説(1) 矛(1) 盾(1) 言(1) 葉(1) 訳(1) 本(1) 当(1) 意(1) 味(1) 伝(1) 開(1) 選(1) 人(1) 影(1) 捨(1) 屍(1) 育(1) 裏(1) 心(1)
光るとき,Hitsujibungaku,2022-01-11,13091758,1.0383758321404500,49.2063492063492,50.79365079365080,0.060928207,0.13773179,-0.14825322,生,側,君(7) 回(4) 生(3) 最(3) 今(3) 花(2) 種(2) 落(2) 後(2) 続(2) 足(2) 跡(2) 永(2) 遠(2) 見(2) 駆(2) 日(2) 旅(2) 立(2) 準(2) 備(2) 戸(2) 惑(2) 全(2) 何(2) 言(2) 世(2) 界(2) 美(2) 諦(2) 終(2) 光(2) 時(2) 代(2) 会(2) 咲(1) 枯(1) 進(1) 変(1) 苦(1) 荒(1) 野(1) 両(1) 明(1) 運(1) 命(1) 呼(1) 初(1) 決(1) 役(1) 目(1) 知(1) 側(1) 人(1) 分(1) 海(1) 風(1) 切(1) 胸(1) 息(1) 繰(1) 返(1) 聞(1) 混(1) 沌(1) 泥(1) 輝(1) 悲(1) 向(1) 夜(1) 揺(1) 巡(1) 誰(1) 記(1) 憶(1) 語(1) 継(1) 笑(1) 悪(1) 奇(1) 抜(1)
朝が来る,Aimer,2022-01-09,20665574,-1.3660172931850000,36.48648648648650,63.51351351351350,0.055680975,0.17621064,-0.14061823,歌,煙,来(6) 上(4) 行(4) 繰(4) 返(4) 輝(4) 傷(3) 追(3) 明(3) 新(3) 朝(3) 君(3) 光(3) 世(2) 界(2) 頭(2) 夜(2) 未(2) 僕(2) 血(2) 流(2) 夢(2) 見(2) 先(2) 棚(2) 引(2) 方(2) 呼(2) 黎(2) 風(2) 手(2) 場(2) 所(2) 華(2) 闇(1) 重(1) 覚(1) 時(1) 中(1) 悲(1) 何(1) 処(1) 空(1) 探(1) 取(1) 弱(1) 儚(1) 信(1) 愛(1) 燃(1) 尽(1) 希(1) 望(1) 失(1) 堕(1) 選(1) 道(1) 散(1) 涙(1) 遠(1) 息(1) 殺(1) 憶(1) 影(1) 焼(1) 鮮(1) 切(1) 入(1) 情(1) 熱(1) 灯(1) 火(1) 天(1) 高(1) 狼(1) 煙(1) 花(1) 開(1) 掻(1) 鳴(1) 急(1) 一(1) 向(1) 届(1) 支(1) 声(1) 間(1) 響(1) 祈(1) 全(1) 心(1) 始(1) 歌(1)
サラマンダー,DECO*27,2022-01-07,20063333,-1.4401734471321100,36.708860759493700,63.29113924050630,0.046438064,0.13773179,-0.12289108,生,降,中(7) 良(6) 聞(4) 頭(4) 大(3) 問(3) 題(3) 最(3) 高(3) 更(3) 新(3) 回(3) 火(3) 傷(3) 抜(2) 出(2) 知(1) 先(1) 伝(1) 降(1) 参(1) 涎(1) 止(1) 何(1) 仕(1) 上(1) 生(1) 急(1) 猫(1) 舌(1) 真(1) 赤(1) 燃(1) 絶(1) 好(1) 調(1) 正(1) 直(1) 本(1) 音(1)
ハレンチ,CHANMINA,2021-12-23,11632171,0.7607477903366090,49.48453608247420,50.51546391752580,0.05961329,0.13706866,-0.115278006,愛,意,愛(6) 何(6) 忘(4) 君(3) 覚(3) 気(3) 騒(3) 誰(3) 泣(3) 感(3) 処(3) 度(3) 音(2) 沙(2) 汰(2) 帰(2) 言(2) 大(2) 人(2) 私(2) 色(2) 心(2) 失(2) 花(1) 描(1) 遊(1) 身(1) 体(1) 任(1) 浮(1) 付(1) 乱(1) 抱(1) 代(1) 都(1) 会(1) 嫌(1) 怒(1) 冷(1) 忙(1) 血(1) 彼(1) 謝(1) 込(1) 悪(1) 意(1) 日(1) 風(1) 強(1) 夜(1) 明(1) 匂(1) 消(1) 一(1) 無(1)
One,Snow Man,2021-12-21,157811549,-0.2600715756416320,44.21052631578950,55.78947368421050,0.048843846,0.13944751,-0.10733886,夢,戻,見(5) 胸(4) 一(4) 今(4) 想(3) 据(3) 頃(3) 戻(3) 更(3) 気(2) 溢(2) 中(2) 全(2) 目(1) 覚(1) 朝(1) 鳴(1) 響(1) 夜(1) 明(1) 孤(1) 独(1) 儚(1) 夢(1) 季(1) 節(1) 巡(1) 記(1) 憶(1) 共(1) 増(1) 何(1) 度(1) 炎(1) 蒼(1) 染(1) 静(1) 熱(1) 打(1) 経(1) 消(1) 恋(1) 焦(1) 叶(1) 築(1) 未(1) 来(1) 拓(1) 歩(1) 紡(1) 日(1) 涙(1) 輝(1) 解(1) 放(1) 時(1) 譲(1) 持(1) 絶(1) 戦(1) 続(1) 先(1) 景(1) 色(1) 前(1) 描(1) 理(1) 手(1)
恋だろ,wacci,2021-12-17,68635524,0.4135980568826200,43.386243386243400,56.613756613756600,0.0639531,0.13944751,-0.12137893,夢,出,君(11) 恋(8) 僕(7) 何(6) 好(5) 笑(4) 年(4) 日(4) 言(4) 世(3) 界(3) 第(3) 位(3) 全(3) 部(3) 今(3) 一(3) 身(2) 程(2) 中(2) 気(2) 持(2) 性(2) 別(2) 齢(2) 家(2) 柄(2) 国(2) 籍(2) 外(2) 見(2) 収(2) 過(2) 去(2) 関(2) 係(2) 乗(2) 越(2) 誰(2) 断(2) 勝(2) 手(2) 出(2) 素(2) 明(2) 知(1) 顔(1) 肩(1) 髪(1) 服(1) 声(1) 夢(1) 芽(1) 生(1) 認(1) 想(1) 恥(1) 葉(1) 泣(1) 悪(1) 威(1) 勢(1) 飛(1) 駆(1) 震(1) 守(1) 時(1) 神(1) 様(1) 聞(1) 優(1) 直(1) 少(1) 愛(1) 嬌(1) 潜(1) 影(1) 刺(1) 敵(1) 残(1) 酷(1) 抗(1) 自(1) 然(1) 憧(1) 諦(1) 浮(1) 繰(1) 返(1) 回(1) 会(1) 訳(1) 嘘(1) 通(1) 用(1) 仕(1) 方(1) 本(1) 当(1) 綺(1) 麗(1)
アニマル,DECO*27,2021-12-16,21150820,-0.9881820380687710,35.13513513513510,64.86486486486490,0.05866871,0.13706866,-0.12137893,愛,出,待(7) 剥(4) 落(4) 醜(4) 喉(4) 鳴(4) 愛(2) 幸(2) 牙(2) 出(2) 叫(2) 噛(2) 付(2) 離(2) 塗(2) 重(2) 目(2) 開(2) 高(1) 良(1) 悪(1) 全(1) 然(1) 突(1) 破(1) 期(1) 禁(1) 物(1) 止(1) 狂(1) 心(1) 真(1) 赤(1) 痛(1) 喰(1) 甲(1) 斐(1) 拒(1) 少(1) 欲(1) 張(1)
残響散歌,Aimer,2021-12-12,243762899,-2.117578163743020,36.666666666666700,63.33333333333330,0.056825787,0.17621064,-0.13806435,歌,派,選(4) 色(3) 夜(3) 響(3) 誰(2) 花(2) 派(2) 手(2) 全(2) 部(2) 抱(2) 声(2) 残(2) 様(2) 深(2) 先(2) 袖(1) 咲(1) 幻(1) 藍(1) 落(1) 溶(1) 銀(1) 朱(1) 月(1) 添(1) 転(1) 風(1) 切(1) 躓(1) 強(1) 光(1) 痛(1) 怒(1) 締(1) 轟(1) 向(1) 涙(1) 滲(1) 遠(1) 景(1) 渡(1) 何(1) 奏(1) 届(1) 不(1) 確(1) 暗(1) 感(1) 情(1) 長(1) 葛(1) 藤(1) 歌(1) 散(1) 一(1) 人(1) 舞(1) 千(1) 違(1) 帯(1) 結(1) 負(1) 紅(1) 香(1) 辛(1) 時(1) 口(1) 胸(1) 張(1) 夢(1) 灯(1) 辿(1) 逃(1) 出(1) 来(1) 枯(1) 燃(1) 闇(1) 間(1) 照(1) 曖(1) 昧(1) 過(1) 正(1) 解(1) 譜(1) 面(1) 数(1) 朝(1) 描(1) 鮮(1) 音(1) 鳴(1) 後(1) 悔(1) 高(1) 限(1) 界(1) 掻(1) 消(1)
一途,King Gnu,2021-12-10,120019804,-2.8707697987556500,34.30232558139540,65.69767441860470,0.055019945,0.13773179,-0.11811778,生,汚,一(7) 要(6) 後(5) 無(5) 期(4) 何(4) 来(4) 届(4) 最(3) 度(3) 未(3) 必(3) 途(3) 理(3) 由(3) 強(2) 抱(2) 僕(2) 過(2) 去(2) 満(2) 悔(2) 生(2) 心(2) 矛(2) 盾(2) 正(2) 悪(2) 様(2) 血(2) 巡(2) 見(2) 愛(2) 体(2) 喰(2) 事(2) 気(2) 力(2) 全(2) 部(2) 証(1) 刻(1) 悴(1) 震(1) 天(1) 秤(1) 脳(1) 惑(1) 義(1) 揺(1) 程(1) 急(1) 神(1) 身(1) 勝(1) 手(1) 戯(1) 汚(1) 役(1) 厭(1) 互(1) 不(1) 幸(1) 話(1) 背(1) 比(1) 首(1) 皮(1) 枚(1) 瀬(1) 戸(1) 際(1) 足(1) 掻(1) 白(1) 想(1) 涙(1) 知(1) 振(1) 実(1) 鼓(1) 動(1) 止(1) 喧(1) 騒(1) 薪(1) 焚(1) 帳(1) 張(1) 粋(1) 世(1) 待(1) 光(1) 閃(1) 猛(1) 向(1) 余(1) 残(1) 永(1) 遠(1) 消(1) 貸(1)
東京,SUPER BEAVER,2021-12-10,12819829,1.7408357933163600,44.36619718309860,55.633802816901400,0.074154556,0.17621064,-0.12137893,歌,出,人(17) 愛(12) 生(8) 僕(6) 出(5) 欲(4) 贅(4) 沢(4) 見(4) 会(4) 手(3) 少(3) 思(3) 変(3) 心(3) 奥(3) 望(3) 慣(2) 話(2) 名(2) 前(2) 今(2) 呼(2) 運(2) 命(2) 歓(2) 離(2) 歌(2) 街(1) 互(1) 知(1) 良(1) 逆(1) 終(1) 電(1) 尽(1) 好(1) 偶(1) 然(1) 笑(1) 幸(1) 付(1) 重(1) 歳(1) 建(1) 本(1) 音(1) 間(1) 置(1) 形(1) 恋(1) 冷(1) 優(1) 日(1) 感(1) 覚(1) 込(1) 届(1) 聞(1)
君に夢中,Hikaru Utada,2021-12-08,43674093,0.6283872127532960,44.24778761061950,55.75221238938050,0.06834319,0.13944751,-0.12137893,夢,出,中(6) 人(6) 君(5) 夢(5) 生(4) 狂(4) 分(3) 私(3) 完(2) 嘘(2) 出(2) 知(2) 終(1) 璧(1) 見(1) 疲(1) 帰(1) 才(1) 能(1) 副(1) 作(1) 用(1) 栄(1) 光(1) 影(1) 付(1) 纏(1) 閉(1) 靴(1) 鎧(1) 脱(1) 捨(1) 先(1) 心(1) 損(1) 得(1) 考(1) 余(1) 裕(1) 自(1) 嫌(1) 今(1) 行(1) 許(1) 恋(1) 序(1) 盤(1) 全(1) 火(1) 止(1) 普(1) 段(1) 大(1) 下(1) 手(1) 一(1) 有(1) 充(1) 本(1) 当(1) 思(1) 来(1) 世(1) 会(1) 科(1) 学(1) 的(1) 証(1) 明(1) 好(1) 過(1) 遠(1) 真(1) 実(1) 追(1) 最(1) 欺(1) 地(1) 獄(1) 天(1) 国(1)
ツバメ,ミドリーズ,2021-12-02,31526094,0.1158990263938900,39.69465648854960,60.30534351145040,0.057108633,0.13944751,-0.1322714,夢,石,僕(7) 合(6) 手(3) 夢(2) 中(2) 風(2) 街(2) 小(2) 人(2) 声(2) 悲(2) 暮(2) 仲(2) 間(2) 違(2) 気(2) 付(2) 同(2) 空(2) 下(2) 場(2) 所(2) 生(2) 寄(2) 来(2) 日(2) 何(2) 誰(2) 変(2) 煌(1) 水(1) 面(1) 上(1) 切(1) 翔(1) 翼(1) 行(1) 海(1) 越(1) 辿(1) 着(1) 触(1) 楽(1) 形(1) 守(1) 傷(1) 色(1) 命(1) 共(1) 草(1) 木(1) 花(1) 鳥(1) 肩(1) 求(1) 描(1) 未(1) 取(1) 笑(1) 入(1) 豊(1) 裏(1) 帰(1) 奪(1) 本(1) 当(1) 彼(1) 添(1) 持(1) 飲(1) 込(1) 心(1) 黒(1) 染(1) 許(1) 認(1) 繋(1) 全(1) 一(1) 少(1) 鮮(1) 彩(1) 輝(1) 宝(1) 石(1) 金(1) 箔(1) 世(1) 界(1) 愛(1) 溢(1) 大(1)
僕が死のうと思ったのは,Mika Nakashima,2021-11-17,15064369,-0.6917218863964080,44.171779141104300,55.828220858895700,0.065705776,0.13773179,-0.12137893,生,出,僕(10) 死(10) 思(8) 日(7) 生(5) 人(5) 少(4) 橋(2) 木(2) 土(2) 薄(2) 心(2) 今(2) 明(2) 変(2) 分(2) 満(2) 泣(2) 年(2) 見(2) 上(2) 音(2) 世(2) 界(2) 桟(1) 鳴(1) 波(1) 随(1) 意(1) 浮(1) 消(1) 過(1) 去(1) 啄(1) 飛(1) 誕(1) 杏(1) 花(1) 咲(1) 漏(1) 寝(1) 虫(1) 骸(1) 荷(1) 飴(1) 漁(1) 港(1) 灯(1) 台(1) 錆(1) 捨(1) 自(1) 転(1) 車(1) 造(1) 駅(1) 前(1) 旅(1) 立(1) 昨(1) 空(1) 願(1) 靴(1) 紐(1) 解(1) 結(1) 苦(1) 手(1) 繋(1) 然(1) 下(1) 座(1) 階(1) 部(1) 屋(1) 活(1) 耳(1) 塞(1) 鳥(1) 敵(1) 戦(1) 六(1) 畳(1) 一(1) 間(1) 醜(1) 冷(1) 言(1) 愛(1) 温(1) 知(1) 綺(1) 麗(1) 笑(1) 考(1) 事(1) 真(1) 面(1) 目(1) 出(1) 会(1) 好(1) 期(1) 待(1)
踊り子,Vaundy,2021-11-16,112280668,1.337251864373680,51.35135135135140,48.64864864864870,0.07784833,0.17621064,-0.12137893,歌,出,僕(10) 回(6) 出(6) 子(6) 愛(6) 歌(4) 変(4) 二(3) 未(3) 来(3) 止(3) 直(3) 被(3) 害(3) 者(3) 練(3) 歩(3) 置(2) 一(2) 忘(2) 私(2) 会(2) 人(2) 時(2) 代(2) 乗(2) 生(2) 散(2) 残(2) 事(1) 浮(1) 拾(1) 前(1) 夢(1) 中(1) 好(1) 度(1) 思(1) 蹴(1) 壊(1) 言(1) 葉(1) 課(1) 誓(1)
Plastic Love,Friday Night Plans,2021-11-11,51532105,-0.1874894797801970,43.75,56.25,0.0652574,0.13706866,-0.13806435,愛,派,愛(4) 恋(3) 手(3) 夜(3) 出(2) 傷(2) 日(2) 昼(2) 逆(2) 暮(2) 続(2) 踊(2) 明(2) 魔(2) 術(2) 決(2) 本(2) 気(2) 楽(2) 閉(2) 心(2) 飾(2) 派(2) 靴(2) 孤(2) 独(2) 友(2) 達(2) 突(1) 然(1) 熱(1) 狂(1) 逢(1) 別(1) 上(1) 打(1) 込(1) 時(1) 間(1) 終(1) 誘(1) 人(1) 皮(1) 肉(1) 彼(1) 似(1) 思(1) 重(1) 合(1) 落(1) 急(1) 涙(1) 尋(1) 更(1) 高(1) 速(1) 眠(1) 妖(1) 輝(1) 氷(1) 冷(1) 女(1) 声(1)
ロウワー,ぬゆり,2021-11-11,50920585,-0.8651170283555980,38.62433862433860,61.37566137566140,0.058219563,0.17621064,-0.12355663,歌,吐,何(11) 様(10) 僕(7) 君(6) 同(5) 感(4) 出(4) 離(4) 度(4) 消(3) 処(3) 回(3) 上(2) 後(2) 言(2) 中(2) 心(2) 分(2) 守(2) 違(2) 時(2) 行(2) 定(2) 迷(2) 繋(2) 居(2) 誰(2) 知(2) 覚(2) 以(2) 成(2) 呟(2) 簡(1) 単(1) 祈(1) 端(1) 段(1) 嘆(1) 今(1) 緞(1) 帳(1) 静(1) 会(1) 場(1) 事(1) 一(1) 増(1) 背(1) 残(1) 従(1) 根(1) 吐(1) 込(1) 胸(1) 澱(1) 濁(1) 受(1) 止(1) 自(1) 抱(1) 持(1) 余(1) 霞(1) 声(1) 喉(1) 焼(1) 埋(1) 尽(1) 遠(1) 放(1) 想(1) 救(1) 平(1) 穏(1) 耗(1) 代(1) 実(1) 際(1) 変(1) 享(1) 楽(1) 嘘(1) 綻(1) 前(1) 都(1) 合(1) 良(1) 願(1) 聞(1) 見(1) 失(1) 此(1) 動(1) 疲(1) 無(1) 逃(1) 奪(1) 互(1) 託(1) 身(1) 体(1) 預(1) 泣(1) 笑(1) 怒(1) 歌(1) 踊(1) 話(1) 続(1) 忘(1) 刻(1) 空(1) 気(1) 思(1) 生(1) 確(1) 正(1)
明け星,LiSA,2021-11-07,36597039,0.5689291916787620,49.681528662420400,50.318471337579600,0.06073025,0.17621064,-0.12137893,歌,出,明(5) 僕(4) 空(4) 道(3) 行(3) 星(3) 手(3) 出(3) 光(3) 太(2) 陽(2) 閉(2) 車(2) 輪(2) 進(2) 混(2) 沌(2) 声(2) 願(2) 灯(2) 心(2) 白(2) 昏(2) 未(2) 来(2) 指(2) 日(2) 方(2) 祈(2) 高(2) 歌(2) 君(2) 合(2) 遠(2) 小(2) 朱(1) 込(1) 何(1) 処(1) 吹(1) 荒(1) 夜(1) 響(1) 夢(1) 脱(1) 捨(1) 動(1) 優(1) 誘(1) 昨(1) 振(1) 泣(1) 走(1) 迷(1) 嘆(1) 生(1) 命(1) 伸(1) 届(1) 真(1) 実(1) 勝(1) 残(1) 後(1) 誰(1) 置(1) 獰(1) 猛(1) 獣(1) 呼(1) 世(1) 界(1) 傷(1) 重(1) 血(1) 色(1) 濡(1) 吠(1) 月(1) 堕(1) 常(1) 闇(1) 潜(1) 花(1) 滅(1) 抱(1) 叶(1) 紅(1) 染(1) 胸(1) 中(1) 消(1) 冷(1) 深(1) 強(1) 輝(1) 続(1) 思(1) 哀(1) 送(1) 東(1) 地(1) 平(1) 遥(1) 上(1) 追(1) 静(1) 一(1) 筋(1)
雪の華,Mika Nakashima,2021-11-05,14813668,2.125023066997530,64.48598130841120,35.51401869158880,0.059739146,0.13706866,-0.12289108,愛,降,君(8) 雪(4) 華(4) 街(3) 思(3) 風(2) 今(2) 年(2) 最(2) 初(2) 寄(2) 添(2) 眺(2) 幸(2) 甘(2) 弱(2) 愛(2) 窓(2) 揺(2) 夜(2) 僕(2) 笑(2) 顔(2) 降(2) 知(2) 舗(1) 道(1) 夕(1) 闇(1) 歩(1) 手(1) 泣(1) 冷(1) 冬(1) 匂(1) 近(1) 付(1) 季(1) 節(1) 心(1) 乗(1) 気(1) 持(1) 日(1) 続(1) 祈(1) 起(1) 悲(1) 変(1) 舞(1) 落(1) 外(1) 染(1) 誰(1) 失(1) 星(1) 照(1) 涙(1) 濡(1) 一(1) 緒(1) 素(1) 直(1) 積(1) 真(1) 白(1) 胸(1) 想(1) 出(1) 描(1)
なんでもないよ、,Macaroni Empitsu,2021-11-02,52259255,0.4653106406331060,43.333333333333300,56.666666666666700,0.060487963,0.13706866,-0.11982277,愛,死,僕(9) 何(6) 関(6) 係(6) 君(4) 心(4) 顔(3) 言(3) 会(3) 先(3) 笑(2) 葉(2) 邪(2) 魔(2) 居(2) 守(2) 死(2) 気(2) 離(2) 参(1) 特(1) 別(1) 容(1) 姿(1) 愛(1) 幸(1) 普(1) 通(1) 似(1) 合(1) 訊(1) 予(1) 感(1) 本(1) 怒(1) 呑(1) 眠(1) 映(1) 目(1) 大(1) 声(1) 誰(1) 耳(1) 好(1)
Greedy Greedy,KUROMI,2021-10-30,11353669,0.6361147724092010,48.38709677419360,51.61290322580650,0.05294627,0.13706866,-0.12137893,愛,出,私(8) 自(7) 分(6) 超(4) 誰(3) 気(2) 高(2) 叶(2) 君(2) 連(2) 世(2) 界(2) 化(2) 計(2) 画(2) 過(2) 去(2) 全(1) 然(1) 何(1) 一(1) 体(1) 実(1) 際(1) 電(1) 話(1) 出(1) 振(1) 回(1) 来(1) 史(1) 上(1) 最(1) 変(1) 身(1) 無(1) 限(1) 大(1) 欲(1) 望(1) 愛(1) 強(1) 度(1) 堂(1) 決(1) 飛(1) 由(1) 在(1) 次(1) 第(1) 参(1) 信(1) 今(1) 伸(1) 手(1) 爪(1) 先(1) 光(1)
沈丁花,Director's cut,2021-10-29,42459481,1.0343086868524600,48.10126582278480,51.89873417721520,0.06421516,0.13944751,-0.13472995,夢,暗,言(5) 僕(5) 花(3) 月(3) 夢(3) 当(2) 丁(2) 十(2) 笑(2) 選(2) 日(2) 進(2) 負(1) 本(1) 強(1) 教(1) 沈(1) 種(1) 九(1) 何(1) 分(1) 弁(1) 箱(1) 愛(1) 食(1) 切(1) 残(1) 暗(1) 顔(1) 見(1) 方(1) 忘(1) 二(1) 平(1) 凡(1) 母(1) 道(1) 勇(1) 気(1) 一(1) 前(1) 旅(1) 踏(1) 潰(1) 起(1) 上(1) 友(1) 共(1) 続(1) 逃(1) 少(1) 諦(1) 迎(1) 行(1) 今(1) 振(1) 返(1) 思(1)
