曲名,アーティスト,YT投稿日,YT再生数,漢字ポジティブ合計スコア,ポジティブな漢字割合,ネガティブな漢字割合,標準偏差,ポジ最大,ネガ最大,最もポジティブな漢字,最もネガティブな漢字,漢字頻度順
ライオン,May'n,2020-09-30,24093276,0.5868776142597200,43.08943089430900,56.91056910569110,0.06782304,0.13773179,-0.11870083,生,鎮,生(13) 残(8) 見(6) 気(6) 星(5) 合(5) 君(4) 本(4) 私(4) 眠(4) 座(3) 導(3) 身(3) 体(3) 物(2) 語(2) 途(2) 方(2) 枯(2) 何(2) 愛(2) 廻(1) 世(1) 界(1) 森(1) 蝶(1) 乱(1) 舞(1) 守(1) 恥(1) 舐(1) 強(1) 風(1) 東(1) 向(1) 高(1) 圧(1) 氷(1) 河(1) 襲(1) 水(1) 飲(1) 胸(1) 遠(1) 骨(1) 奥(1) 埋(1) 傷(1) 光(1) 恐(1) 許(1) 命(1) 引(1) 果(1) 鎮(1) 狂(1) 代(1) 祈(1) 捧(1)
Stories,Snow Man,2020-09-26,18661249,-1.497343383729460,36.87943262411350,63.12056737588650,0.05746902,0.13944751,-0.14825322,夢,側,今(6) 切(4) 出(4) 僕(3) 熱(3) 強(2) 時(2) 行(2) 信(2) 無(2) 全(2) 共(2) 声(2) 喉(2) 擦(2) 叫(2) 未(2) 来(2) 自(2) 分(2) 拓(2) 止(2) 溢(2) 情(2) 歩(2) 間(2) 笑(2) 胸(2) 誰(2) 風(1) 吹(1) 世(1) 界(1) 果(1) 日(1) 目(1) 閉(1) 夢(1) 見(1) 飽(1) 小(1) 儚(1) 希(1) 望(1) 代(1) 変(1) 光(1) 背(1) 負(1) 何(1) 抱(1) 締(1) 例(1) 痛(1) 叶(1) 君(1) 振(1) 返(1) 側(1) 勇(1) 気(1) 仲(1) 顔(1) 誓(1) 約(1) 束(1) 少(1) 色(1) 褪(1) 輝(1) 戻(1) 嘆(1) 意(1) 味(1) 永(1) 遠(1) 中(1) 確(1) 在(1) 怖(1) 飛(1) 指(1) 掌(1) 触(1) 刻(1) 立(1) 理(1) 由(1) 戸(1) 惑(1) 躊(1) 躇(1) 脱(1) 捨(1) 先(1) 急(1) 渡(1) 滾(1) 守(1) 抜(1) 秘(1) 暗(1) 手(1)
もっと遠くへ,Remioromen,2020-09-25,19779478,0.1180257573723790,60.71428571428570,39.285714285714300,0.043380223,0.1118086,-0.072250664,空,物,進(3) 風(2) 先(2) 島(2) 語(2) 昼(1) 間(1) 空(1) 読(1) 海(1) 夜(1) 星(1) 道(1) 行(1) 誰(1) 知(1) 見(1) 離(1) 祖(1) 物(1) 忘(1) 伝(1)
どこまでも～How Far I'll Go～,α Healing,2020-09-25,74759659,1.1004687696695300,59.01639344262300,40.98360655737710,0.055982143,0.17621064,-0.12137893,歌,出,海(5) 遠(4) 見(2) 何(2) 待(2) 道(2) 進(2) 同(2) 空(2) 出(2) 会(2) 追(2) 風(2) 私(2) 呼(2) 打(1) 寄(1) 波(1) 知(1) 期(1) 応(1) 気(1) 来(1) 許(1) 憧(1) 幸(1) 自(1) 分(1) 居(1) 場(1) 所(1) 望(1) 心(1) 響(1) 違(1) 歌(1) 光(1) 輝(1) 早(1) 欲(1) 教(1)
魔法の絨毯,鈴木崚汰,2020-09-13,101700180,-0.9011774212121960,44.85981308411220,55.140186915887800,0.061375406,0.13706866,-0.12289108,愛,降,魔(8) 法(8) 笑(5) 君(5) 使(4) 金(4) 力(4) 地(4) 位(4) 名(4) 誉(4) 合(4) 出(3) 迎(3) 泣(2) 一(2) 絨(2) 毯(2) 乗(2) 仮(2) 守(2) 何(1) 気(1) 会(1) 話(1) 来(1) 事(1) 栞(1) 挟(1) 忘(1) 無(1) 離(1) 恋(1) 重(1) 人(1) 考(1) 勝(1) 手(1) 凹(1) 眠(1) 夜(1) 過(1) 雨(1) 降(1) 濡(1) 僕(1) 行(1) 見(1) 抱(1) 愛(1)
テレキャスタービーボーイ,すりぃ,2020-09-12,54476140,-0.1222853288054470,47.72727272727270,52.27272727272730,0.06195407,0.17621064,-0.13806435,歌,派,僕(7) 情(6) 少(4) 愛(4) 大(3) 手(3) 何(3) 人(2) 生(2) 者(2) 女(2) 年(2) 様(2) 臨(2) 終(2) 嘘(2) 固(2) 魅(2) 惑(2) 踊(2) 殺(2) 描(2) 誰(2) 答(2) 感(2) 出(1) 伽(1) 藍(1) 堂(1) 論(1) 語(1) 鳥(1) 綺(1) 麗(1) 事(1) 靴(1) 結(1) 信(1) 祟(1) 風(1) 往(1) 疲(1) 見(1) 目(1) 毒(1) 針(1) 持(1) 歌(1) 花(1) 耳(1) 塞(1) 奴(1) 声(1) 派(1) 胸(1) 刺(1) 言(1) 葉(1) 振(1) 返(1) 妄(1) 想(1) 互(1) 混(1) 油(1) 断(1) 禁(1) 物(1) 頬(1) 溶(1) 涙(1) 忘(1) 喉(1) 締(1) 過(1) 去(1) 残(1) 傷(1) 痕(1) 今(1) 抱(1) 世(1) 界(1) 息(1) 告(1) 現(1) 実(1) 許(1) 弱(1) 処(1) 会(1)
あんなに一緒だったのに,See-Saw,2020-09-10,15017619,-0.2203297689557080,43.51851851851850,56.481481481481500,0.05073514,0.13773179,-0.10994914,生,格,一(7) 緒(7) 言(4) 夕(3) 暮(3) 違(3) 色(3) 下(3) 葉(3) 君(2) 心(2) 通(2) 今(2) 月(2) 明(2) 静(2) 眠(2) 無(2) 優(1) 遠(1) 冷(1) 切(1) 捨(1) 彷(1) 徨(1) 格(1) 好(1) 悪(1) 生(1) 寒(1) 空(1) 目(1) 閉(1) 加(1) 速(1) 背(1) 中(1) 運(1) 命(1) 付(1) 合(1) 行(1) 悲(1) 寂(1) 何(1) 度(1) 力(1) 退(1) 屈(1) 夜(1) 潰(1) 二(1) 人(1) 場(1) 所(1) 初(1) 会(1) 横(1) 顔(1) 不(1) 思(1) 議(1) 魅(1) 戸(1) 惑(1) 吹(1) 瞳(1) 迷(1) 動(1) 始(1) 情(1) 熱(1)
ブルーバード,いきものがかり,2020-08-21,66791092,0.5865468829870220,52.89256198347110,47.10743801652890,0.0518137,0.13706866,-0.12137893,愛,出,蒼(16) 空(8) 飛(5) 言(5) 白(4) 翔(3) 戻(3) 目(3) 切(3) 知(3) 振(3) 指(2) 覚(2) 今(2) 立(2) 雲(2) 突(2) 抜(2) 窓(2) 鳴(2) 手(2) 遠(2) 悲(1) 抱(1) 感(1) 情(1) 葉(1) 変(1) 未(1) 世(1) 界(1) 遊(1) 迷(1) 羽(1) 根(1) 広(1) 愛(1) 想(1) 尽(1) 音(1) 錆(1) 古(1) 壊(1) 見(1) 飽(1) 捨(1) 返(1) 高(1) 鼓(1) 動(1) 呼(1) 吸(1) 共(1) 蹴(1) 駆(1) 出(1) 声(1) 眩(1) 握(1) 求(1) 墜(1) 光(1) 追(1) 続(1) 探(1)
DADDY ! DADDY ! DO !,石上優(CV:鈴木崚汰),2020-08-21,38561366,0.2719000428915020,38.83495145631070,61.16504854368930,0.060006477,0.13706866,-0.12137893,愛,出,愛(6) 抱(4) 燃(4) 僕(3) 欲(2) 目(2) 火(2) 出(2) 気(2) 度(2) 遊(2) 見(2) 笑(2) 後(2) 心(2) 止(2) 可(1) 線(1) 照(1) 持(1) 追(1) 無(1) 理(1) 一(1) 踏(1) 戻(1) 仮(1) 面(1) 脱(1) 捨(1) 騙(1) 震(1) 顔(1) 裏(1) 躊(1) 躇(1) 二(1) 逢(1) 悔(1) 暮(1) 恋(1) 焼(1) 流(1) 刺(1) 激(1) 振(1) 返(1) 美(1) 呼(1) 吸(1) 本(1) 想(1) 綺(1) 麗(1) 危(1) 険(1) 願(1) 声(1) 連(1) 唇(1) 優(1) 微(1) 飲(1) 込(1) 誘(1) 未(1) 知(1) 世(1) 界(1) 触(1) 最(1) 委(1) 壊(1) 狂(1) 奥(1) 命(1) 果(1) 夜(1) 明(1)
センチメートル,the peggies,2020-08-21,20527752,0.567270316183567,45.751633986928100,54.248366013071900,0.059724443,0.117716074,-0.12137893,君,出,君(12) 言(8) 僕(8) 何(6) 付(6) 運(5) 命(5) 近(4) 笑(4) 良(3) 見(3) 日(3) 間(3) 不(3) 届(3) 今(3) 後(2) 信(2) 程(2) 情(2) 会(2) 時(2) 瞬(2) 気(2) 大(2) 丈(2) 夫(2) 顔(2) 先(2) 来(2) 想(2) 姿(1) 余(1) 裕(1) 自(1) 眩(1) 器(1) 用(1) 強(1) 案(1) 外(1) 最(1) 歩(1) 追(1) 寂(1) 知(1) 弱(1) 離(1) 話(1) 虚(1) 確(1) 安(1) 定(1) 感(1) 数(1) 胸(1) 裂(1) 振(1) 向(1) 葉(1) 積(1) 消(1) 綺(1) 麗(1) 事(1) 片(1) 特(1) 別(1) 出(1) 少(1) 変(1) 辿(1) 着(1) 好(1) 終(1)
水平線,back number,2020-08-17,250799586,-1.0455712378025100,36.76470588235290,63.23529411764710,0.052195746,0.17621064,-0.12137893,歌,出,見(6) 事(5) 誰(5) 悲(4) 光(4) 出(3) 人(3) 自(3) 分(3) 声(3) 来(2) 時(2) 正(2) 会(2) 水(2) 平(2) 線(2) 朝(2) 希(2) 望(2) 崩(2) 落(2) 風(2) 飛(2) 欠(2) 片(2) 綺(2) 麗(2) 呟(2) 歌(2) 海(2) 流(2) 着(2) 中(2) 心(2) 日(2) 音(2) 嘘(1) 無(1) 優(1) 痛(1) 感(1) 思(1) 別(1) 失(1) 背(1) 恥(1) 尋(1) 大(1) 毎(1) 重(1) 透(1) 通(1) 淡(1) 夜(1) 夢(1) 叶(1) 歓(1) 拍(1) 手(1) 鳴(1) 隠(1) 耐(1) 理(1) 由(1) 探(1) 答(1) 抱(1) 悩(1) 知(1) 残(1) 目(1) 焼(1) 付(1) 今(1) 雑(1) 足(1) 奥(1) 私(1) 叫(1)
糸,SUDA MASAKI,2020-08-11,38954416,0.5462875068187710,56.92307692307690,43.07692307692310,0.057303082,0.13944751,-0.12137893,夢,出,糸(9) 逢(6) 私(5) 縦(3) 横(3) 知(2) 生(2) 織(2) 布(2) 誰(2) 日(2) 跡(2) 出(2) 人(2) 仕(2) 合(2) 呼(2) 遠(1) 空(1) 下(1) 物(1) 語(1) 暖(1) 迷(1) 夢(1) 追(1) 走(1) 心(1) 許(1) 風(1) 中(1) 傷(1)
カムパネルラ,Kenshi Yonezu,2020-08-04,41023788,-0.1078889518976210,44.881889763779500,55.118110236220500,0.06472254,0.17621064,-0.11811778,歌,汚,君(8) 通(5) 日(4) 人(4) 言(4) 過(3) 傷(3) 返(3) 見(2) 続(2) 真(2) 光(2) 手(2) 汚(2) 追(2) 風(2) 翻(2) 生(2) 終(2) 寄(2) 添(2) 憶(2) 一(2) 癒(2) 黄(2) 昏(2) 振(2) 度(2) 知(2) 輝(2) 夢(1) 咲(1) 花(1) 街(1) 変(1) 計(1) 残(1) 昼(1) 海(1) 眠(1) 月(1) 蟲(1) 戻(1) 想(1) 巡(1) 音(1) 色(1) 踊(1) 時(1) 間(1) 豊(1) 目(1) 眩(1) 上(1) 陽(1) 炎(1) 揺(1) 爆(1) 夏(1) 灯(1) 火(1) 白(1) 鳥(1) 歌(1) 針(1) 葉(1) 樹(1) 全(1) 面(1) 影(1) 波(1) 打(1) 際(1) 寂(1) 中(1) 独(1) 受(1) 止(1) 跳(1)
DREAMIN' ON,Da-iCE,2020-08-02,17474649,-1.9198355451226200,41.3265306122449,58.673469387755100,0.048928827,0.08609621,-0.1242975,全,負,大(10) 無(9) 限(8) 地(8) 図(8) 広(7) 自(6) 場(4) 行(4) 果(3) 所(3) 高(3) 強(3) 最(3) 出(3) 気(3) 集(3) 戦(3) 分(3) 身(3) 貫(3) 引(2) 笑(2) 飛(2) 丈(2) 夫(2) 絆(2) 踏(2) 勇(2) 一(2) 歩(2) 誓(2) 旗(2) 続(2) 掴(2) 取(2) 背(2) 帆(1) 風(1) 乗(1) 覚(1) 悟(1) 決(1) 返(1) 荒(1) 波(1) 心(1) 砕(1) 仲(1) 間(1) 闇(1) 裂(1) 打(1) 破(1) 目(1) 前(1) 謀(1) 過(1) 挑(1) 武(1) 者(1) 震(1) 陽(1) 炎(1) 纏(1) 期(1) 待(1) 恐(1) 怖(1) 越(1) 欠(1) 進(1) 涙(1) 預(1) 中(1) 光(1) 花(1) 輝(1) 咲(1) 時(1) 守(1) 抜(1) 正(1) 義(1) 立(1) 止(1) 合(1) 負(1) 逃(1) 逢(1) 別(1) 超(1) 全(1) 部(1) 宝(1) 物(1) 語(1) 今(1) 宵(1) 宴(1) 夜(1)
第六感,Reol,2020-07-28,73925150,-1.4600499272346500,34.93975903614460,65.06024096385540,0.044184946,0.13773179,-0.11982277,生,死,感(16) 六(14) 今(7) 第(6) 一(4) 番(3) 日(3) 予(3) 手(3) 中(2) 完(2) 死(2) 若(2) 年(2) 甲(2) 斐(2) 定(2) 合(2) 偶(2) 然(2) 言(2) 交(2) 換(2) 泣(2) 観(1) 映(1) 画(1) 工(1) 事(1) 駅(1) 前(1) 空(1) 背(1) 伸(1) 鳴(1) 命(1) 音(1) 揃(1) 未(1) 成(1) 不(1) 全(1) 起(1) 回(1) 生(1) 知(1) 物(1) 足(1) 引(1) 誰(1) 彼(1) 道(1) 連(1) 世(1) 情(1) 覧(1) 召(1) 立(1) 弱(1) 凌(1) 賢(1) 話(1) 想(1) 違(1) 悲(1) 早(1) 疾(1) 走(1) 嘘(1) 台(1) 詞(1) 葉(1) 特(1) 別(1) 産(1) 声(1) 理(1) 由(1) 僕(1) 守(1) 品(1) 格(1) 真(1) 似(1) 放(1) 覚(1) 胸(1) 打(1) 以(1) 外(1) 最(1) 高(1) 潮(1) 何(1) 処(1) 途(1) 方(1) 無(1) 揺(1) 速(1) 度(1)
思い出せなくなるその日まで,back number,2020-07-28,10689733,-0.1972259581089020,46.51162790697670,53.48837209302330,0.05824133,0.107757896,-0.12137893,春,出,私(7) 分(6) 事(4) 日(4) 思(4) 出(4) 何(4) 半(4) 寒(2) 幸(2) 記(2) 憶(2) 消(2) 去(2) 合(2) 痛(2) 涙(2) 誰(2) 悲(2) 世(1) 界(1) 番(1) 大(1) 人(1) 続(1) 見(1) 息(1) 輝(1) 雪(1) 季(1) 節(1) 今(1) 冷(1) 邪(1) 魔(1) 言(1) 聞(1) 仕(1) 方(1) 好(1) 冬(1) 上(1) 春(1) 花(1) 咲(1) 来(1)
レット・イット・ゴー~ありのままで~,Chieko Mizutani,2020-07-24,53348065,-0.7206700891256330,34.48275862068970,65.51724137931040,0.052060694,0.1118086,-0.12289108,空,降,自(6) 分(5) 出(4) 風(3) 姿(2) 見(2) 私(2) 悩(2) 何(2) 少(2) 寒(2) 降(1) 始(1) 雪(1) 足(1) 跡(1) 消(1) 真(1) 白(1) 世(1) 界(1) 一(1) 人(1) 心(1) 戸(1) 惑(1) 傷(1) 誰(1) 打(1) 明(1) 恐(1) 吹(1) 嘘(1) 由(1) 来(1) 試(1) 変(1) 空(1) 乗(1) 飛(1) 二(1) 度(1) 涙(1) 流(1) 冷(1) 大(1) 地(1) 包(1) 込(1) 高(1) 舞(1) 上(1) 思(1) 描(1) 花(1) 咲(1) 氷(1) 結(1) 晶(1) 輝(1) 決(1) 好(1) 信(1) 光(1) 浴(1) 歩(1)
Angel,CHANMINA,2020-07-23,15938203,2.3097535222768800,51.8796992481203,48.1203007518797,0.071017325,0.17621064,-0.11982277,歌,死,踊(15) 涙(10) 私(6) 心(5) 共(5) 夜(4) 悪(4) 飛(4) 回(4) 呼(3) 未(3) 人(3) 死(3) 寂(2) 歌(2) 落(2) 着(2) 鳴(2) 暖(2) 冷(2) 血(2) 繋(2) 込(2) 愛(2) 言(2) 何(2) 善(2) 魔(2) 君(1) 誰(1) 想(1) 恋(1) 見(1) 違(1) 過(1) 去(1) 罪(1) 覗(1) 最(1) 後(1) 行(1) 少(1) 傷(1) 付(1) 抱(1) 知(1) 破(1) 全(1) 事(1) 今(1) 贈(1) 泣(1) 当(1) 然(1) 報(1) 受(1) 消(1) 嗚(1) 忘(1) 愚(1) 雨(1) 騙(1)
盗作,ヨルシカ,2020-07-22,16102997,1.3442789688706400,51.85185185185190,48.148148148148100,0.057436563,0.17621064,-0.15740958,歌,価,足(13) 知(9) 僕(8) 満(8) 何(7) 当(5) 盗(4) 一(4) 愛(4) 美(4) 本(4) 音(3) 楽(3) 時(3) 嗚(3) 呼(3) 心(3) 馬(3) 鹿(3) 綺(3) 麗(3) 見(3) 夜(3) 切(2) 掛(2) 持(2) 聞(2) 気(2) 前(2) 付(2) 歌(2) 全(2) 部(2) 奴(2) 書(2) 父(1) 良(1) 努(1) 力(1) 置(1) 話(1) 思(1) 物(1) 穴(1) 埋(1) 人(1) 生(1) 街(1) 流(1) 曲(1) 売(1) 名(1) 作(1) 彼(1) 褒(1) 等(1) 皆(1) 群(1) 烏(1) 合(1) 衆(1) 価(1) 値(1) 同(1) 少(1) 上(1) 面(1) 言(1) 葉(1) 金(1) 妬(1) 今(1) 忘(1) 欲(1) 覚(1) 化(1) 皮(1) 剥(1) 向(1) 来(1) 景(1) 色(1) 底(1) 地(1) 位(1) 失(1) 後(1) 詩(1) 君(1) 罵(1) 倒(1) 身(1) 体(1) 溶(1)
Laughter,OFFICIAL HIGE DANDISM,2020-07-17,52343596,-1.102463997900490,39.54545454545460,60.45454545454550,0.051818926,0.17621064,-0.12137893,歌,出,自(8) 分(6) 見(5) 今(5) 鳥(4) 言(4) 飛(4) 前(4) 日(4) 歌(4) 空(3) 気(3) 利(3) 本(3) 当(3) 声(3) 抱(3) 乗(3) 中(2) 羽(2) 格(2) 出(2) 事(2) 去(2) 翼(2) 動(2) 真(2) 直(2) 名(2) 壊(2) 膝(2) 昨(2) 越(2) 続(2) 身(2) 勝(2) 告(2) 正(2) 強(2) 詰(2) 光(2) 大(2) 人(2) 者(2) 来(2) 鏡(1) 覗(1) 根(1) 待(1) 焦(1) 急(1) 囀(1) 聞(1) 鉄(1) 子(1) 街(1) 抜(1) 決(1) 引(1) 留(1) 葉(1) 持(1) 受(1) 取(1) 有(1) 難(1) 失(1) 諦(1) 確(1) 輝(1) 秤(1) 選(1) 悔(1) 権(1) 捨(1) 風(1) 問(1) 行(1) 道(1) 逸(1) 他(1) 航(1) 路(1) 迷(1) 込(1) 乱(1) 流(1) 粒(1) 探(1) 紛(1) 物(1) 創(1) 造(1) 成(1) 功(1) 誇(1) 在(1) 希(1) 望(1) 未(1) 図(1) 描(1) 手(1) 放(1) 生(1) 現(1) 実(1) 保(1) 証(1) 答(1) 過(1) 背(1) 予(1) 想(1) 覆(1) 距(1) 離(1) 絶(1) 響(1) 孤(1) 独(1) 夜(1) 付(1) 例(1) 雨(1) 傘(1) 意(1) 味(1) 為(1) 胸(1) 熱(1) 海(1) 鳴(1) 稲(1) 妻(1) 速(1) 途(1) 目(1) 指(1)
ラグトレイン,稲葉曇,2020-07-16,69697602,-2.4634184390306500,30.21978021978020,69.78021978021980,0.04255911,0.13944751,-0.10832411,夢,誤,言(10) 離(9) 車(9) 失(8) 葉(8) 街(7) 知(7) 列(5) 駅(5) 繋(4) 捨(4) 今(4) 日(4) 眠(4) 誤(4) 魔(4) 化(4) 各(4) 停(4) 行(3) 握(3) 乗(3) 込(3) 揺(3) 息(2) 延(2) 夕(2) 方(2) 断(2) 急(2) 待(2) 引(2) 留(2) 夢(2) 欲(2) 退(1) 屈(1) 誘(1) 一(1) 人(1) 路(1) 地(1) 裏(1) 決(1) 横(1) 歩(1) 道(1) 見(1) 張(1) 角(1) 混(1) 合(1) 占(1) 休(1) 憩(1) 集(1) 団(1) 下(1) 校(1) 自(1) 動(1) 改(1) 札(1) 塞(1) 両(1) 手(1) 呼(1) 風(1) 飛(1) 身(1) 任(1) 旅(1)
感電,Kenshi Yonezu,2020-07-10,235456219,-1.0725620947778200,43.56435643564360,56.43564356435640,0.05238803,0.13773179,-0.12771535,生,臭,合(5) 回(4) 誰(4) 追(4) 遠(4) 愛(4) 出(3) 夜(3) 行(3) 失(3) 僕(3) 一(3) 前(3) 見(3) 喧(3) 嘩(3) 来(2) 方(2) 未(2) 不(2) 明(2) 何(2) 分(2) 込(2) 車(2) 動(2) 笑(2) 瞬(2) 煌(2) 食(2) 尽(2) 二(2) 人(2) 幸(2) 運(2) 祈(2) 稲(2) 妻(2) 生(2) 返(2) 事(2) 論(2) 心(2) 臓(2) 刹(2) 那(2) 揺(2) 途(2) 端(2) 永(2) 腐(2) 探(2) 悪(2) 睡(2) 蓮(2) 響(2) 境(2) 界(2) 線(2) 引(2) 逃(1) 往(1) 虚(1) 困(1) 足(1) 気(1) 変(1) 吹(1) 四(1) 輪(1) 兄(1) 弟(1) 考(1) 銀(1) 河(1) 系(1) 外(1) 真(1) 実(1) 道(1) 徳(1) 作(1) 手(1) 叩(1) 知(1) 転(1) 窓(1) 情(1) 景(1) 機(1) 邪(1) 魔(1) 臭(1) 苛(1) 迷(1) 落(1) 財(1) 布(1) 馬(1) 鹿(1) 茶(1) 化(1) 相(1) 棒(1) 丁(1) 漫(1) 画(1) 試(1) 正(1) 暴(1) 類(1) 街(1) 抜(1) 互(1) 目(1) 指(1) 掛(1) 消(1) 朝(1)
怪獣の花唄,Vaundy,2020-07-02,143892811,2.8062095642089800,47.2972972972973,52.702702702702700,0.08850307,0.17621064,-0.12137893,歌,出,歌(18) 君(12) 怪(7) 獣(7) 消(6) 眠(6) 見(5) 夢(5) 夜(5) 鮮(4) 明(4) 聞(4) 伸(4) 思(3) 出(3) 騒(3) 唱(3) 口(3) 日(3) 最(2) 後(2) 中(2) 一(2) 度(2) 僕(2) 落(2) 過(2) 去(2) 未(2) 来(2) 繊(2) 細(2) 鈍(2) 感(2) 手(2) 会(1) 話(1) 行(1) 探(1) 笑(1) 顔(1) 似(1) 合(1) 持(1) 忘(1) 懲(1)
Make you happy,NiziU,2020-06-29,321242253,0.7544919326901440,46.34146341463420,53.65853658536590,0.058360472,0.13944751,-0.12137893,夢,出,笑(10) 顔(7) 見(5) 幸(4) 忘(4) 大(4) 丈(3) 夫(3) 取(3) 戻(3) 何(2) 聴(2) 私(2) 全(2) 特(1) 別(1) 探(1) 出(1) 話(1) 恋(1) 小(1) 手(1) 繋(1) 切(1) 部(1) 来(1) 安(1) 心(1) 寄(1) 添(1) 休(1) 場(1) 所(1) 光(1) 満(1) 夢(1) 一(1) 緒(1) 完(1) 本(1) 当(1) 癒(1)
思想犯,ヨルシカ,2020-06-24,43593842,-0.0121416375041008,47.85276073619630,52.14723926380370,0.06476245,0.17621064,-0.14061823,歌,煙,人(5) 詩(5) 他(4) 書(4) 僕(4) 優(3) 音(3) 君(3) 茜(3) 孤(3) 独(3) 今(3) 滑(3) 心(2) 夢(2) 何(2) 後(2) 美(2) 烏(2) 歌(2) 変(2) 日(2) 立(2) 口(2) 殴(2) 言(2) 葉(2) 待(2) 呪(1) 地(1) 良(1) 朝(1) 報(1) 道(1) 載(1) 為(1) 包(1) 丁(1) 研(1) 硝(1) 子(1) 叩(1) 紙(1) 破(1) 夕(1) 陽(1) 面(1) 影(1) 差(1) 暮(1) 爪(1) 先(1) 雲(1) 焼(1) 認(1) 愛(1) 叶(1) 早(1) 満(1) 世(1) 間(1) 妬(1) 誰(1) 機(1) 会(1) 探(1) 瓶(1) 街(1) 路(1) 灯(1) 投(1) 折(1) 戻(1) 悔(1) 全(1) 部(1) 雨(1) 打(1) 秋(1) 惜(1) 冬(1) 落(1) 春(1) 山(1) 一(1) 煙(1) 夏(1) 風(1) 頬(1) 死(1) 生(1) 罵(1) 倒(1) 失(1) 望(1) 嫌(1) 悪(1) 興(1) 味(1) 思(1) 傷(1) 付(1) 中(1) 身(1) 呑(1) 入(1) 物(1) 両(1) 手(1) 受(1) 喉(1) 潤(1) 時(1) 夜(1) 明(1)
Henceforth (feat. IA),Orangestar,2020-05-21,24484438,1.606707789003850,53.48837209302330,46.51162790697670,0.05659454,0.13944751,-0.12137893,夢,出,一(8) 今(8) 回(7) 君(6) 何(6) 夏(5) 歩(4) 絶(4) 心(3) 願(3) 度(3) 返(3) 私(2) 闇(2) 笑(2) 迎(2) 対(2) 止(2) 臓(2) 間(2) 光(2) 変(2) 日(2) 征(2) 夢(2) 長(2) 抜(2) 人(1) 腐(1) 行(1) 求(1) 生(1) 金(1) 失(1) 泣(1) 空(1) 配(1) 終(1) 夜(1) 純(1) 粋(1) 恐(1) 弱(1) 仕(1) 方(1) 風(1) 邪(1) 悪(1) 見(1) 果(1) 希(1) 望(1) 淡(1) 残(1) 像(1) 辛(1) 繰(1) 読(1) 嘘(1) 踏(1) 出(1) 振(1) 旅(1) 順(1) 調(1) 諦(1)
お勉強しといてよ,ZUTOMAYO,2020-05-14,83110172,-1.0838670879602400,41.92139737991270,58.07860262008730,0.055616066,0.17621064,-0.1690867,歌,説,感(8) 変(8) 強(7) 日(6) 今(6) 勉(6) 情(5) 無(5) 敵(5) 乾(4) 季(4) 節(4) 勿(4) 体(4) 焼(4) 歌(4) 集(4) 参(4) 考(4) 書(4) 想(3) 思(3) 図(3) 持(3) 直(3) 理(3) 由(3) 飛(3) 込(3) 泣(3) 解(3) 病(2) 時(2) 言(2) 葉(2) 力(2) 出(2) 洗(2) 濯(2) 相(2) 寒(2) 押(2) 潰(2) 褒(2) 合(2) 現(2) 状(2) 維(2) 聞(2) 私(2) 少(2) 君(2) 質(1) 溢(1) 照(1) 像(1) 限(1) 大(1) 魅(1) 的(1) 意(1) 味(1) 期(1) 待(1) 昨(1) 孤(1) 謀(1) 前(1) 向(1) 何(1) 返(1) 危(1) 健(1) 康(1) 結(1) 局(1) 気(1) 育(1) 全(1) 謙(1) 遜(1) 此(1) 処(1) 去(1) 年(1) 個(1) 子(1) 弱(1) 苦(1) 同(1) 浸(1) 悩(1) 答(1) 犠(1) 牲(1) 傷(1) 明(1) 損(1) 不(1) 安(1) 定(1) 選(1) 互(1) 素(1) 問(1) 説(1)
シュガーソングとビターステップ,UNISON SQUARE GARDEN,2020-05-14,45429764,-1.5757134184241300,39.79057591623040,60.20942408376960,0.050942764,0.17621064,-0.12137893,歌,出,一(5) 理(4) 人(4) 目(4) 南(4) 続(4) 回(3) 世(3) 界(3) 中(3) 驚(3) 正(3) 論(3) 僕(3) 出(3) 興(3) 去(3) 天(2) 変(2) 狂(2) 騒(2) 日(2) 平(2) 見(2) 等(2) 性(2) 主(2) 義(2) 大(2) 甘(2) 苦(2) 西(2) 指(2) 夜(2) 上(2) 連(2) 鎖(2) 向(2) 後(2) 由(2) 映(2) 明(2) 北(2) 難(2) 超(1) 地(1) 異(1) 慣(1) 常(1) 和(1) 間(1) 違(1) 揺(1) 失(1) 何(1) 原(1) 概(1) 念(1) 飲(1) 心(1) 嫌(1) 好(1) 喋(1) 形(1) 宵(1) 街(1) 行(1) 嬉(1) 寂(1) 五(1) 線(1) 譜(1) 飛(1) 歌(1) 蓋(1) 然(1) 合(1) 揉(1) 音(1) 楽(1) 道(1) 具(1) 成(1) 下(1) 背(1) 祭(1) 囃(1) 子(1) 昂(1) 泣(1) 多(1) 分(1) 同(1) 言(1) 葉(1) 稚(1) 拙(1) 極(1) 最(1) 高(1) 幸(1) 死(1) 惜(1) 速(1) 来(1) 脳(1) 内(1) 気(1) 予(1) 報(1) 果(1) 息(1) 潜(1) 意(1) 味(1) 鳴(1) 証(1) 生(1) 東(1) 方(1) 距(1) 離(1) 誇(1)
